f[Hz]	Si_D(f)	Si_G(f)	Si_G-D(f).re	Si_G-D(f).im
8.1955e+013	3.5805e-018	6.1034e-018	3.3565e-018	1.6800e-018
8.1970e+013	3.5753e-018	6.1222e-018	3.3601e-018	1.6816e-018
8.1985e+013	3.5706e-018	6.1414e-018	3.3642e-018	1.6833e-018
8.2001e+013	3.5667e-018	6.1613e-018	3.3691e-018	1.6850e-018
8.2016e+013	3.5632e-018	6.1824e-018	3.3749e-018	1.6867e-018
8.2031e+013	3.5580e-018	6.2027e-018	3.3793e-018	1.6880e-018
8.2047e+013	3.5502e-018	6.2211e-018	3.3815e-018	1.6885e-018
8.2062e+013	3.5406e-018	6.2392e-018	3.3829e-018	1.6890e-018
8.2077e+013	3.5300e-018	6.2567e-018	3.3842e-018	1.6885e-018
8.2092e+013	3.5190e-018	6.2713e-018	3.3848e-018	1.6870e-018
8.2108e+013	3.5074e-018	6.2831e-018	3.3840e-018	1.6852e-018
8.2123e+013	3.4950e-018	6.2936e-018	3.3823e-018	1.6830e-018
8.2138e+013	3.4824e-018	6.3044e-018	3.3808e-018	1.6807e-018
8.2153e+013	3.4706e-018	6.3153e-018	3.3790e-018	1.6785e-018
8.2169e+013	3.4598e-018	6.3249e-018	3.3769e-018	1.6763e-018
8.2184e+013	3.4498e-018	6.3328e-018	3.3749e-018	1.6744e-018
8.2199e+013	3.4395e-018	6.3397e-018	3.3729e-018	1.6718e-018
8.2214e+013	3.4284e-018	6.3460e-018	3.3699e-018	1.6689e-018
8.2230e+013	3.4169e-018	6.3515e-018	3.3664e-018	1.6662e-018
8.2245e+013	3.4055e-018	6.3567e-018	3.3626e-018	1.6636e-018
8.2260e+013	3.3943e-018	6.3626e-018	3.3589e-018	1.6613e-018
8.2275e+013	3.3837e-018	6.3707e-018	3.3560e-018	1.6599e-018
8.2291e+013	3.3733e-018	6.3813e-018	3.3537e-018	1.6591e-018
8.2306e+013	3.3632e-018	6.3932e-018	3.3519e-018	1.6585e-018
8.2321e+013	3.3529e-018	6.4032e-018	3.3494e-018	1.6575e-018
8.2336e+013	3.3412e-018	6.4091e-018	3.3446e-018	1.6559e-018
8.2352e+013	3.3282e-018	6.4123e-018	3.3377e-018	1.6544e-018
8.2367e+013	3.3155e-018	6.4163e-018	3.3312e-018	1.6532e-018
8.2382e+013	3.3041e-018	6.4216e-018	3.3259e-018	1.6526e-018
8.2397e+013	3.2929e-018	6.4275e-018	3.3207e-018	1.6523e-018
8.2413e+013	3.2812e-018	6.4342e-018	3.3155e-018	1.6517e-018
8.2428e+013	3.2698e-018	6.4419e-018	3.3106e-018	1.6514e-018
8.2443e+013	3.2591e-018	6.4501e-018	3.3063e-018	1.6514e-018
8.2458e+013	3.2497e-018	6.4588e-018	3.3026e-018	1.6517e-018
8.2474e+013	3.2413e-018	6.4683e-018	3.2999e-018	1.6522e-018
8.2489e+013	3.2323e-018	6.4774e-018	3.2966e-018	1.6524e-018
8.2504e+013	3.2218e-018	6.4840e-018	3.2911e-018	1.6527e-018
8.2520e+013	3.2109e-018	6.4883e-018	3.2844e-018	1.6532e-018
8.2535e+013	3.2004e-018	6.4925e-018	3.2778e-018	1.6538e-018
8.2550e+013	3.1900e-018	6.4977e-018	3.2717e-018	1.6548e-018
8.2565e+013	3.1798e-018	6.5034e-018	3.2656e-018	1.6560e-018
8.2581e+013	3.1691e-018	6.5088e-018	3.2594e-018	1.6569e-018
8.2596e+013	3.1584e-018	6.5141e-018	3.2531e-018	1.6577e-018
8.2611e+013	3.1486e-018	6.5203e-018	3.2475e-018	1.6590e-018
8.2626e+013	3.1391e-018	6.5287e-018	3.2430e-018	1.6609e-018
8.2642e+013	3.1296e-018	6.5385e-018	3.2391e-018	1.6631e-018
8.2657e+013	3.1205e-018	6.5482e-018	3.2352e-018	1.6655e-018
8.2672e+013	3.1120e-018	6.5582e-018	3.2311e-018	1.6679e-018
8.2687e+013	3.1036e-018	6.5683e-018	3.2272e-018	1.6698e-018
8.2703e+013	3.0951e-018	6.5759e-018	3.2225e-018	1.6711e-018
8.2718e+013	3.0866e-018	6.5812e-018	3.2170e-018	1.6723e-018
8.2733e+013	3.0783e-018	6.5880e-018	3.2124e-018	1.6731e-018
8.2748e+013	3.0708e-018	6.5967e-018	3.2090e-018	1.6746e-018
8.2764e+013	3.0645e-018	6.6056e-018	3.2061e-018	1.6768e-018
8.2779e+013	3.0585e-018	6.6135e-018	3.2027e-018	1.6795e-018
8.2794e+013	3.0524e-018	6.6198e-018	3.1985e-018	1.6823e-018
8.2809e+013	3.0463e-018	6.6252e-018	3.1942e-018	1.6850e-018
8.2825e+013	3.0405e-018	6.6284e-018	3.1901e-018	1.6874e-018
8.2840e+013	3.0348e-018	6.6273e-018	3.1858e-018	1.6887e-018
8.2855e+013	3.0291e-018	6.6235e-018	3.1807e-018	1.6899e-018
8.2870e+013	3.0233e-018	6.6197e-018	3.1753e-018	1.6915e-018
8.2886e+013	3.0176e-018	6.6148e-018	3.1699e-018	1.6928e-018
8.2901e+013	3.0118e-018	6.6081e-018	3.1638e-018	1.6937e-018
8.2916e+013	3.0054e-018	6.6002e-018	3.1569e-018	1.6940e-018
8.2932e+013	2.9995e-018	6.5926e-018	3.1502e-018	1.6946e-018
8.2947e+013	2.9939e-018	6.5847e-018	3.1433e-018	1.6956e-018
8.2962e+013	2.9857e-018	6.5731e-018	3.1331e-018	1.6972e-018
8.2977e+013	2.9762e-018	6.5576e-018	3.1200e-018	1.6991e-018
8.2993e+013	2.9675e-018	6.5413e-018	3.1073e-018	1.7011e-018
8.3008e+013	2.9573e-018	6.5240e-018	3.0935e-018	1.7020e-018
8.3023e+013	2.9453e-018	6.5044e-018	3.0777e-018	1.7019e-018
8.3038e+013	2.9337e-018	6.4842e-018	3.0617e-018	1.7019e-018
8.3054e+013	2.9215e-018	6.4644e-018	3.0455e-018	1.7020e-018
8.3069e+013	2.9078e-018	6.4450e-018	3.0282e-018	1.7016e-018
8.3084e+013	2.8943e-018	6.4268e-018	3.0114e-018	1.7005e-018
8.3099e+013	2.8807e-018	6.4099e-018	2.9954e-018	1.6990e-018
8.3115e+013	2.8668e-018	6.3939e-018	2.9795e-018	1.6976e-018
8.3130e+013	2.8537e-018	6.3786e-018	2.9644e-018	1.6962e-018
8.3145e+013	2.8405e-018	6.3638e-018	2.9499e-018	1.6944e-018
8.3160e+013	2.8269e-018	6.3492e-018	2.9353e-018	1.6924e-018
8.3176e+013	2.8136e-018	6.3337e-018	2.9208e-018	1.6903e-018
8.3191e+013	2.8003e-018	6.3168e-018	2.9066e-018	1.6874e-018
8.3206e+013	2.7879e-018	6.2998e-018	2.8930e-018	1.6843e-018
8.3221e+013	2.7771e-018	6.2828e-018	2.8803e-018	1.6815e-018
8.3237e+013	2.7669e-018	6.2633e-018	2.8683e-018	1.6777e-018
8.3252e+013	2.7571e-018	6.2423e-018	2.8569e-018	1.6730e-018
8.3267e+013	2.7483e-018	6.2231e-018	2.8468e-018	1.6687e-018
8.3282e+013	2.7398e-018	6.2050e-018	2.8373e-018	1.6647e-018
8.3298e+013	2.7314e-018	6.1859e-018	2.8277e-018	1.6602e-018
8.3313e+013	2.7233e-018	6.1662e-018	2.8184e-018	1.6556e-018
8.3328e+013	2.7154e-018	6.1463e-018	2.8092e-018	1.6508e-018
8.3344e+013	2.7075e-018	6.1274e-018	2.8001e-018	1.6462e-018
8.3359e+013	2.6997e-018	6.1103e-018	2.7914e-018	1.6416e-018
8.3374e+013	2.6917e-018	6.0934e-018	2.7826e-018	1.6371e-018
8.3389e+013	2.6835e-018	6.0767e-018	2.7737e-018	1.6327e-018
8.3405e+013	2.6756e-018	6.0612e-018	2.7650e-018	1.6289e-018
8.3420e+013	2.6678e-018	6.0466e-018	2.7566e-018	1.6256e-018
8.3435e+013	2.6599e-018	6.0329e-018	2.7484e-018	1.6226e-018
8.3450e+013	2.6513e-018	6.0196e-018	2.7402e-018	1.6196e-018
8.3466e+013	2.6428e-018	6.0059e-018	2.7319e-018	1.6164e-018
8.3481e+013	2.6347e-018	5.9916e-018	2.7238e-018	1.6135e-018
8.3496e+013	2.6267e-018	5.9764e-018	2.7154e-018	1.6105e-018
8.3511e+013	2.6189e-018	5.9607e-018	2.7068e-018	1.6077e-018
8.3527e+013	2.6109e-018	5.9447e-018	2.6978e-018	1.6052e-018
8.3542e+013	2.6028e-018	5.9287e-018	2.6887e-018	1.6027e-018
8.3557e+013	2.5959e-018	5.9135e-018	2.6806e-018	1.6004e-018
8.3572e+013	2.5903e-018	5.8996e-018	2.6739e-018	1.5983e-018
8.3588e+013	2.5861e-018	5.8863e-018	2.6681e-018	1.5963e-018
8.3603e+013	2.5830e-018	5.8742e-018	2.6630e-018	1.5951e-018
8.3618e+013	2.5802e-018	5.8638e-018	2.6585e-018	1.5943e-018
8.3633e+013	2.5773e-018	5.8544e-018	2.6543e-018	1.5934e-018
8.3649e+013	2.5745e-018	5.8452e-018	2.6502e-018	1.5926e-018
8.3664e+013	2.5717e-018	5.8351e-018	2.6458e-018	1.5915e-018
8.3679e+013	2.5691e-018	5.8244e-018	2.6415e-018	1.5901e-018
8.3694e+013	2.5665e-018	5.8140e-018	2.6376e-018	1.5887e-018
8.3710e+013	2.5640e-018	5.8047e-018	2.6343e-018	1.5869e-018
8.3725e+013	2.5626e-018	5.7967e-018	2.6317e-018	1.5857e-018
8.3740e+013	2.5622e-018	5.7895e-018	2.6300e-018	1.5849e-018
8.3755e+013	2.5616e-018	5.7824e-018	2.6282e-018	1.5840e-018
8.3771e+013	2.5608e-018	5.7755e-018	2.6265e-018	1.5831e-018
8.3786e+013	2.5601e-018	5.7680e-018	2.6247e-018	1.5821e-018
8.3801e+013	2.5588e-018	5.7577e-018	2.6219e-018	1.5802e-018
8.3817e+013	2.5568e-018	5.7434e-018	2.6179e-018	1.5772e-018
8.3832e+013	2.5546e-018	5.7261e-018	2.6132e-018	1.5738e-018
8.3847e+013	2.5524e-018	5.7085e-018	2.6083e-018	1.5706e-018
8.3862e+013	2.5508e-018	5.6932e-018	2.6046e-018	1.5676e-018
8.3878e+013	2.5501e-018	5.6797e-018	2.6021e-018	1.5647e-018
8.3893e+013	2.5494e-018	5.6656e-018	2.5994e-018	1.5618e-018
8.3908e+013	2.5485e-018	5.6505e-018	2.5960e-018	1.5590e-018
8.3923e+013	2.5478e-018	5.6347e-018	2.5924e-018	1.5561e-018
8.3939e+013	2.5472e-018	5.6170e-018	2.5883e-018	1.5532e-018
8.3954e+013	2.5467e-018	5.5974e-018	2.5843e-018	1.5499e-018
8.3969e+013	2.5458e-018	5.5774e-018	2.5802e-018	1.5461e-018
8.3984e+013	2.5431e-018	5.5569e-018	2.5754e-018	1.5417e-018
8.4000e+013	2.5388e-018	5.5363e-018	2.5697e-018	1.5373e-018
8.4015e+013	2.5348e-018	5.5166e-018	2.5644e-018	1.5329e-018
8.4030e+013	2.5315e-018	5.4984e-018	2.5602e-018	1.5287e-018
8.4045e+013	2.5282e-018	5.4814e-018	2.5565e-018	1.5242e-018
8.4061e+013	2.5245e-018	5.4649e-018	2.5528e-018	1.5195e-018
8.4076e+013	2.5209e-018	5.4487e-018	2.5492e-018	1.5151e-018
8.4091e+013	2.5176e-018	5.4327e-018	2.5458e-018	1.5107e-018
8.4106e+013	2.5147e-018	5.4166e-018	2.5425e-018	1.5064e-018
8.4122e+013	2.5117e-018	5.4004e-018	2.5393e-018	1.5020e-018
8.4137e+013	2.5076e-018	5.3827e-018	2.5353e-018	1.4966e-018
8.4152e+013	2.5025e-018	5.3618e-018	2.5295e-018	1.4901e-018
8.4167e+013	2.4972e-018	5.3393e-018	2.5230e-018	1.4832e-018
8.4183e+013	2.4920e-018	5.3179e-018	2.5169e-018	1.4765e-018
8.4198e+013	2.4868e-018	5.2960e-018	2.5104e-018	1.4698e-018
8.4213e+013	2.4816e-018	5.2723e-018	2.5035e-018	1.4631e-018
8.4229e+013	2.4767e-018	5.2498e-018	2.4972e-018	1.4569e-018
8.4244e+013	2.4724e-018	5.2294e-018	2.4920e-018	1.4510e-018
8.4259e+013	2.4684e-018	5.2086e-018	2.4867e-018	1.4453e-018
8.4274e+013	2.4645e-018	5.1863e-018	2.4812e-018	1.4396e-018
8.4290e+013	2.4605e-018	5.1640e-018	2.4760e-018	1.4336e-018
8.4305e+013	2.4564e-018	5.1425e-018	2.4714e-018	1.4271e-018
8.4320e+013	2.4526e-018	5.1217e-018	2.4673e-018	1.4206e-018
8.4335e+013	2.4488e-018	5.1014e-018	2.4633e-018	1.4141e-018
8.4351e+013	2.4446e-018	5.0817e-018	2.4587e-018	1.4078e-018
8.4366e+013	2.4398e-018	5.0645e-018	2.4541e-018	1.4021e-018
8.4381e+013	2.4346e-018	5.0490e-018	2.4497e-018	1.3964e-018
8.4396e+013	2.4293e-018	5.0329e-018	2.4452e-018	1.3902e-018
8.4412e+013	2.4239e-018	5.0170e-018	2.4405e-018	1.3842e-018
8.4427e+013	2.4186e-018	5.0020e-018	2.4362e-018	1.3783e-018
8.4442e+013	2.4135e-018	4.9876e-018	2.4324e-018	1.3728e-018
8.4457e+013	2.4076e-018	4.9731e-018	2.4281e-018	1.3671e-018
8.4473e+013	2.4005e-018	4.9572e-018	2.4226e-018	1.3607e-018
8.4488e+013	2.3942e-018	4.9413e-018	2.4178e-018	1.3541e-018
8.4503e+013	2.3888e-018	4.9267e-018	2.4142e-018	1.3472e-018
8.4518e+013	2.3830e-018	4.9127e-018	2.4107e-018	1.3402e-018
8.4534e+013	2.3774e-018	4.8999e-018	2.4077e-018	1.3340e-018
8.4549e+013	2.3728e-018	4.8886e-018	2.4057e-018	1.3285e-018
8.4564e+013	2.3684e-018	4.8777e-018	2.4039e-018	1.3231e-018
8.4579e+013	2.3643e-018	4.8665e-018	2.4024e-018	1.3178e-018
8.4595e+013	2.3613e-018	4.8546e-018	2.4018e-018	1.3127e-018
8.4610e+013	2.3591e-018	4.8420e-018	2.4019e-018	1.3081e-018
8.4625e+013	2.3581e-018	4.8297e-018	2.4028e-018	1.3041e-018
8.4641e+013	2.3573e-018	4.8173e-018	2.4037e-018	1.3001e-018
8.4656e+013	2.3552e-018	4.8030e-018	2.4028e-018	1.2963e-018
8.4671e+013	2.3526e-018	4.7873e-018	2.4008e-018	1.2925e-018
8.4686e+013	2.3508e-018	4.7719e-018	2.3992e-018	1.2891e-018
8.4702e+013	2.3487e-018	4.7571e-018	2.3974e-018	1.2861e-018
8.4717e+013	2.3459e-018	4.7425e-018	2.3946e-018	1.2837e-018
8.4732e+013	2.3427e-018	4.7281e-018	2.3915e-018	1.2817e-018
8.4747e+013	2.3394e-018	4.7139e-018	2.3884e-018	1.2796e-018
8.4763e+013	2.3365e-018	4.7010e-018	2.3853e-018	1.2780e-018
8.4778e+013	2.3335e-018	4.6883e-018	2.3817e-018	1.2767e-018
8.4793e+013	2.3299e-018	4.6735e-018	2.3770e-018	1.2754e-018
8.4808e+013	2.3262e-018	4.6580e-018	2.3719e-018	1.2742e-018
8.4824e+013	2.3225e-018	4.6431e-018	2.3667e-018	1.2734e-018
8.4839e+013	2.3185e-018	4.6281e-018	2.3609e-018	1.2729e-018
8.4854e+013	2.3145e-018	4.6133e-018	2.3550e-018	1.2724e-018
8.4869e+013	2.3111e-018	4.5988e-018	2.3493e-018	1.2721e-018
8.4885e+013	2.3080e-018	4.5841e-018	2.3437e-018	1.2719e-018
8.4900e+013	2.3053e-018	4.5699e-018	2.3387e-018	1.2718e-018
8.4915e+013	2.3035e-018	4.5566e-018	2.3347e-018	1.2717e-018
8.4930e+013	2.3022e-018	4.5438e-018	2.3317e-018	1.2714e-018
8.4946e+013	2.3007e-018	4.5321e-018	2.3294e-018	1.2705e-018
8.4961e+013	2.2990e-018	4.5212e-018	2.3275e-018	1.2692e-018
8.4976e+013	2.2976e-018	4.5106e-018	2.3257e-018	1.2680e-018
8.4991e+013	2.2962e-018	4.5000e-018	2.3237e-018	1.2671e-018
8.5007e+013	2.2947e-018	4.4898e-018	2.3216e-018	1.2661e-018
8.5022e+013	2.2926e-018	4.4799e-018	2.3191e-018	1.2650e-018
8.5037e+013	2.2894e-018	4.4695e-018	2.3160e-018	1.2635e-018
8.5052e+013	2.2859e-018	4.4595e-018	2.3128e-018	1.2616e-018
8.5068e+013	2.2822e-018	4.4502e-018	2.3099e-018	1.2600e-018
8.5083e+013	2.2779e-018	4.4407e-018	2.3064e-018	1.2583e-018
8.5098e+013	2.2730e-018	4.4306e-018	2.3023e-018	1.2567e-018
8.5114e+013	2.2674e-018	4.4198e-018	2.2974e-018	1.2549e-018
8.5129e+013	2.2607e-018	4.4080e-018	2.2915e-018	1.2527e-018
8.5144e+013	2.2540e-018	4.3967e-018	2.2858e-018	1.2504e-018
8.5159e+013	2.2478e-018	4.3865e-018	2.2808e-018	1.2484e-018
8.5175e+013	2.2416e-018	4.3775e-018	2.2760e-018	1.2465e-018
8.5190e+013	2.2356e-018	4.3697e-018	2.2715e-018	1.2449e-018
8.5205e+013	2.2296e-018	4.3626e-018	2.2669e-018	1.2436e-018
8.5220e+013	2.2237e-018	4.3555e-018	2.2622e-018	1.2423e-018
8.5236e+013	2.2175e-018	4.3483e-018	2.2571e-018	1.2411e-018
8.5251e+013	2.2100e-018	4.3404e-018	2.2509e-018	1.2400e-018
8.5266e+013	2.2019e-018	4.3318e-018	2.2439e-018	1.2385e-018
8.5281e+013	2.1943e-018	4.3234e-018	2.2371e-018	1.2372e-018
8.5297e+013	2.1870e-018	4.3151e-018	2.2304e-018	1.2360e-018
8.5312e+013	2.1793e-018	4.3061e-018	2.2234e-018	1.2342e-018
8.5327e+013	2.1718e-018	4.2976e-018	2.2170e-018	1.2325e-018
8.5342e+013	2.1654e-018	4.2911e-018	2.2116e-018	1.2312e-018
8.5358e+013	2.1598e-018	4.2863e-018	2.2068e-018	1.2303e-018
8.5373e+013	2.1548e-018	4.2821e-018	2.2024e-018	1.2296e-018
8.5388e+013	2.1499e-018	4.2777e-018	2.1980e-018	1.2290e-018
8.5403e+013	2.1449e-018	4.2726e-018	2.1934e-018	1.2281e-018
8.5419e+013	2.1398e-018	4.2680e-018	2.1891e-018	1.2268e-018
8.5434e+013	2.1350e-018	4.2651e-018	2.1859e-018	1.2253e-018
8.5449e+013	2.1307e-018	4.2646e-018	2.1839e-018	1.2244e-018
8.5464e+013	2.1268e-018	4.2665e-018	2.1826e-018	1.2241e-018
8.5480e+013	2.1228e-018	4.2696e-018	2.1813e-018	1.2242e-018
8.5495e+013	2.1188e-018	4.2732e-018	2.1800e-018	1.2248e-018
8.5510e+013	2.1155e-018	4.2773e-018	2.1790e-018	1.2253e-018
8.5526e+013	2.1128e-018	4.2814e-018	2.1783e-018	1.2259e-018
8.5541e+013	2.1102e-018	4.2852e-018	2.1776e-018	1.2265e-018
8.5556e+013	2.1077e-018	4.2891e-018	2.1770e-018	1.2271e-018
8.5571e+013	2.1056e-018	4.2933e-018	2.1766e-018	1.2280e-018
8.5587e+013	2.1040e-018	4.2975e-018	2.1766e-018	1.2291e-018
8.5602e+013	2.1023e-018	4.3013e-018	2.1765e-018	1.2299e-018
8.5617e+013	2.1000e-018	4.3045e-018	2.1761e-018	1.2304e-018
8.5632e+013	2.0974e-018	4.3077e-018	2.1754e-018	1.2309e-018
8.5648e+013	2.0950e-018	4.3115e-018	2.1748e-018	1.2317e-018
8.5663e+013	2.0933e-018	4.3163e-018	2.1748e-018	1.2331e-018
8.5678e+013	2.0919e-018	4.3222e-018	2.1753e-018	1.2350e-018
8.5693e+013	2.0903e-018	4.3284e-018	2.1755e-018	1.2369e-018
8.5709e+013	2.0885e-018	4.3336e-018	2.1754e-018	1.2388e-018
8.5724e+013	2.0874e-018	4.3390e-018	2.1761e-018	1.2406e-018
8.5739e+013	2.0871e-018	4.3460e-018	2.1780e-018	1.2426e-018
8.5754e+013	2.0868e-018	4.3526e-018	2.1800e-018	1.2443e-018
8.5770e+013	2.0862e-018	4.3577e-018	2.1811e-018	1.2457e-018
8.5785e+013	2.0862e-018	4.3640e-018	2.1829e-018	1.2473e-018
8.5800e+013	2.0875e-018	4.3728e-018	2.1867e-018	1.2488e-018
8.5815e+013	2.0897e-018	4.3825e-018	2.1911e-018	1.2508e-018
8.5831e+013	2.0922e-018	4.3927e-018	2.1955e-018	1.2533e-018
8.5846e+013	2.0947e-018	4.4036e-018	2.2001e-018	1.2559e-018
8.5861e+013	2.0974e-018	4.4151e-018	2.2050e-018	1.2585e-018
8.5876e+013	2.1003e-018	4.4269e-018	2.2102e-018	1.2609e-018
8.5892e+013	2.1036e-018	4.4381e-018	2.2156e-018	1.2634e-018
8.5907e+013	2.1074e-018	4.4485e-018	2.2210e-018	1.2658e-018
8.5922e+013	2.1113e-018	4.4592e-018	2.2265e-018	1.2684e-018
8.5938e+013	2.1154e-018	4.4702e-018	2.2322e-018	1.2710e-018
8.5953e+013	2.1196e-018	4.4814e-018	2.2381e-018	1.2736e-018
8.5968e+013	2.1239e-018	4.4926e-018	2.2439e-018	1.2764e-018
8.5983e+013	2.1288e-018	4.5038e-018	2.2499e-018	1.2792e-018
8.5999e+013	2.1343e-018	4.5161e-018	2.2568e-018	1.2824e-018
8.6014e+013	2.1401e-018	4.5294e-018	2.2643e-018	1.2856e-018
8.6029e+013	2.1458e-018	4.5421e-018	2.2715e-018	1.2886e-018
8.6044e+013	2.1521e-018	4.5542e-018	2.2786e-018	1.2918e-018
8.6060e+013	2.1594e-018	4.5663e-018	2.2862e-018	1.2948e-018
8.6075e+013	2.1668e-018	4.5784e-018	2.2939e-018	1.2976e-018
8.6090e+013	2.1742e-018	4.5906e-018	2.3016e-018	1.3005e-018
8.6105e+013	2.1820e-018	4.6030e-018	2.3095e-018	1.3035e-018
8.6121e+013	2.1898e-018	4.6158e-018	2.3172e-018	1.3067e-018
8.6136e+013	2.1972e-018	4.6287e-018	2.3244e-018	1.3096e-018
8.6151e+013	2.2041e-018	4.6405e-018	2.3310e-018	1.3120e-018
8.6166e+013	2.2110e-018	4.6512e-018	2.3373e-018	1.3142e-018
8.6182e+013	2.2185e-018	4.6627e-018	2.3445e-018	1.3162e-018
8.6197e+013	2.2263e-018	4.6752e-018	2.3524e-018	1.3184e-018
8.6212e+013	2.2334e-018	4.6872e-018	2.3597e-018	1.3201e-018
8.6227e+013	2.2404e-018	4.6988e-018	2.3671e-018	1.3213e-018
8.6243e+013	2.2482e-018	4.7111e-018	2.3754e-018	1.3225e-018
8.6258e+013	2.2563e-018	4.7238e-018	2.3839e-018	1.3239e-018
8.6273e+013	2.2643e-018	4.7365e-018	2.3924e-018	1.3252e-018
8.6288e+013	2.2722e-018	4.7501e-018	2.4012e-018	1.3266e-018
8.6304e+013	2.2807e-018	4.7657e-018	2.4112e-018	1.3281e-018
8.6319e+013	2.2900e-018	4.7831e-018	2.4226e-018	1.3293e-018
8.6334e+013	2.2994e-018	4.8009e-018	2.4343e-018	1.3304e-018
8.6349e+013	2.3090e-018	4.8184e-018	2.4462e-018	1.3314e-018
8.6365e+013	2.3189e-018	4.8362e-018	2.4584e-018	1.3324e-018
8.6380e+013	2.3283e-018	4.8546e-018	2.4707e-018	1.3335e-018
8.6395e+013	2.3373e-018	4.8743e-018	2.4837e-018	1.3344e-018
8.6411e+013	2.3470e-018	4.8959e-018	2.4981e-018	1.3350e-018
8.6426e+013	2.3568e-018	4.9184e-018	2.5128e-018	1.3355e-018
8.6441e+013	2.3657e-018	4.9397e-018	2.5263e-018	1.3360e-018
8.6456e+013	2.3739e-018	4.9586e-018	2.5383e-018	1.3364e-018
8.6472e+013	2.3825e-018	4.9751e-018	2.5496e-018	1.3370e-018
8.6487e+013	2.3916e-018	4.9905e-018	2.5606e-018	1.3381e-018
8.6502e+013	2.4006e-018	5.0058e-018	2.5717e-018	1.3390e-018
8.6517e+013	2.4095e-018	5.0213e-018	2.5830e-018	1.3395e-018
8.6533e+013	2.4181e-018	5.0370e-018	2.5945e-018	1.3398e-018
8.6548e+013	2.4267e-018	5.0529e-018	2.6061e-018	1.3402e-018
8.6563e+013	2.4357e-018	5.0689e-018	2.6177e-018	1.3408e-018
8.6578e+013	2.4449e-018	5.0842e-018	2.6292e-018	1.3415e-018
8.6594e+013	2.4545e-018	5.0987e-018	2.6409e-018	1.3421e-018
8.6609e+013	2.4647e-018	5.1134e-018	2.6530e-018	1.3427e-018
8.6624e+013	2.4751e-018	5.1284e-018	2.6653e-018	1.3433e-018
8.6639e+013	2.4861e-018	5.1436e-018	2.6780e-018	1.3443e-018
8.6655e+013	2.4972e-018	5.1584e-018	2.6905e-018	1.3454e-018
8.6670e+013	2.5080e-018	5.1719e-018	2.7023e-018	1.3466e-018
8.6685e+013	2.5187e-018	5.1854e-018	2.7140e-018	1.3480e-018
8.6700e+013	2.5299e-018	5.1999e-018	2.7264e-018	1.3495e-018
8.6716e+013	2.5412e-018	5.2140e-018	2.7391e-018	1.3509e-018
8.6731e+013	2.5526e-018	5.2275e-018	2.7518e-018	1.3521e-018
8.6746e+013	2.5637e-018	5.2412e-018	2.7646e-018	1.3535e-018
8.6761e+013	2.5749e-018	5.2545e-018	2.7772e-018	1.3547e-018
8.6777e+013	2.5864e-018	5.2678e-018	2.7901e-018	1.3557e-018
8.6792e+013	2.5980e-018	5.2823e-018	2.8041e-018	1.3566e-018
8.6807e+013	2.6091e-018	5.2970e-018	2.8183e-018	1.3572e-018
8.6823e+013	2.6201e-018	5.3117e-018	2.8326e-018	1.3577e-018
8.6838e+013	2.6317e-018	5.3274e-018	2.8474e-018	1.3586e-018
8.6853e+013	2.6438e-018	5.3434e-018	2.8622e-018	1.3601e-018
8.6868e+013	2.6548e-018	5.3593e-018	2.8763e-018	1.3616e-018
8.6884e+013	2.6644e-018	5.3761e-018	2.8904e-018	1.3629e-018
8.6899e+013	2.6738e-018	5.3938e-018	2.9050e-018	1.3642e-018
8.6914e+013	2.6832e-018	5.4122e-018	2.9196e-018	1.3657e-018
8.6929e+013	2.6927e-018	5.4315e-018	2.9344e-018	1.3674e-018
8.6945e+013	2.7025e-018	5.4500e-018	2.9491e-018	1.3696e-018
8.6960e+013	2.7119e-018	5.4654e-018	2.9625e-018	1.3713e-018
8.6975e+013	2.7200e-018	5.4773e-018	2.9738e-018	1.3720e-018
8.6990e+013	2.7273e-018	5.4869e-018	2.9844e-018	1.3717e-018
8.7006e+013	2.7346e-018	5.4959e-018	2.9949e-018	1.3708e-018
8.7021e+013	2.7420e-018	5.5047e-018	3.0053e-018	1.3699e-018
8.7036e+013	2.7496e-018	5.5126e-018	3.0154e-018	1.3691e-018
8.7051e+013	2.7573e-018	5.5193e-018	3.0253e-018	1.3684e-018
8.7067e+013	2.7652e-018	5.5258e-018	3.0352e-018	1.3677e-018
8.7082e+013	2.7728e-018	5.5324e-018	3.0449e-018	1.3670e-018
8.7097e+013	2.7802e-018	5.5387e-018	3.0546e-018	1.3660e-018
8.7112e+013	2.7876e-018	5.5449e-018	3.0641e-018	1.3647e-018
8.7128e+013	2.7951e-018	5.5513e-018	3.0737e-018	1.3635e-018
8.7143e+013	2.8028e-018	5.5579e-018	3.0834e-018	1.3626e-018
8.7158e+013	2.8108e-018	5.5648e-018	3.0933e-018	1.3617e-018
8.7173e+013	2.8185e-018	5.5714e-018	3.1031e-018	1.3606e-018
8.7189e+013	2.8260e-018	5.5774e-018	3.1125e-018	1.3592e-018
8.7204e+013	2.8334e-018	5.5836e-018	3.1221e-018	1.3578e-018
8.7219e+013	2.8412e-018	5.5900e-018	3.1321e-018	1.3565e-018
8.7234e+013	2.8490e-018	5.5958e-018	3.1419e-018	1.3552e-018
8.7250e+013	2.8558e-018	5.6001e-018	3.1502e-018	1.3539e-018
