f[Hz]	Xd(f).re	Xd(f).im	Xg(f).re	Xg(f).im
6.9885e+013	-5.5619e-010	1.3013e-009	1.0620e-009	-1.7041e-009
6.9901e+013	1.6342e-009	-7.2079e-010	-2.0490e-009	-3.1886e-010
6.9916e+013	-1.1311e-009	-3.6332e-010	-1.3742e-010	7.4175e-010
6.9931e+013	1.1553e-009	3.7431e-010	-6.0101e-010	9.0300e-010
6.9946e+013	-2.1610e-010	-1.3500e-009	1.4836e-009	3.9847e-010
6.9962e+013	-1.4149e-010	-7.0178e-010	-1.0765e-009	-6.2661e-010
6.9977e+013	-2.7285e-009	-1.2393e-009	1.3209e-009	2.2353e-009
6.9992e+013	-1.7298e-009	4.0498e-009	2.1681e-009	-2.6907e-009
7.0007e+013	3.3893e-009	1.2653e-009	-2.3965e-009	-1.4244e-009
7.0023e+013	3.2410e-010	-1.2275e-009	-8.5922e-010	9.3091e-010
7.0038e+013	9.2577e-010	7.0713e-010	-6.3643e-010	5.1731e-010
7.0053e+013	1.4734e-009	-2.0303e-009	8.9331e-011	1.9144e-009
7.0068e+013	-2.0758e-009	-1.4378e-009	2.9138e-009	1.7487e-010
7.0084e+013	-3.0957e-010	1.5528e-009	-1.4992e-010	-3.1120e-009
7.0099e+013	8.9920e-010	-1.3181e-009	-1.8469e-009	5.7793e-010
7.0114e+013	-2.2170e-009	-4.7182e-010	1.5582e-011	-2.7222e-010
7.0129e+013	-5.6880e-010	1.6880e-009	-1.3687e-009	1.4990e-009
7.0145e+013	3.3001e-010	1.1287e-009	2.2146e-009	4.2590e-010
7.0160e+013	1.5607e-009	5.6885e-010	-1.1451e-009	-6.8831e-010
7.0175e+013	3.6569e-010	-1.2230e-009	1.9731e-009	1.0189e-009
7.0190e+013	-1.6456e-010	3.6903e-010	-1.0305e-009	-2.9558e-009
7.0206e+013	5.9477e-010	-7.7270e-010	-1.0683e-009	2.5989e-009
7.0221e+013	-7.3032e-010	5.9638e-011	1.5516e-009	-1.6323e-009
7.0236e+013	9.6780e-010	-2.9448e-010	-2.1874e-009	1.2917e-009
7.0251e+013	-1.3744e-009	-1.2187e-009	3.1401e-009	1.9147e-010
7.0267e+013	-5.7362e-010	1.4379e-009	-1.9341e-009	-2.5185e-009
7.0282e+013	1.8911e-010	-2.6585e-010	-6.2736e-010	1.9483e-009
7.0297e+013	-3.3157e-010	1.6141e-009	1.2366e-010	-6.0929e-010
7.0312e+013	2.7495e-009	-5.9648e-010	-8.2885e-010	1.6718e-009
7.0328e+013	-1.6181e-009	-2.5331e-009	2.2997e-009	9.5850e-010
7.0343e+013	-1.3985e-009	1.4761e-009	1.3955e-009	-1.9761e-009
7.0358e+013	-1.6251e-010	4.7228e-010	-1.1328e-009	-1.5225e-009
7.0374e+013	4.6766e-010	2.2159e-009	-9.5634e-010	-1.6725e-010
7.0389e+013	3.1271e-009	-9.8969e-010	-1.5216e-009	2.6006e-010
7.0404e+013	-1.0279e-009	-2.3538e-009	-2.1833e-012	1.9424e-009
7.0419e+013	-8.4644e-010	1.2303e-010	1.0551e-009	1.5652e-010
7.0435e+013	-1.1091e-009	2.7848e-011	6.5995e-010	1.0745e-011
7.0450e+013	4.3040e-010	1.6702e-009	-1.6970e-010	-9.3514e-010
7.0465e+013	1.2116e-009	-1.4093e-009	4.9211e-011	1.3501e-009
7.0480e+013	-2.0091e-009	-2.0527e-010	1.7646e-009	-2.0193e-009
7.0496e+013	7.6832e-010	1.8536e-009	-3.2003e-009	-4.8820e-010
7.0511e+013	1.2272e-009	-1.5528e-009	1.1745e-009	2.3974e-009
7.0526e+013	-2.1513e-009	-6.3391e-010	5.9250e-010	-1.2795e-009
7.0541e+013	-4.8929e-010	2.2806e-009	3.2304e-010	3.1051e-010
7.0557e+013	1.5886e-009	1.0115e-009	-4.9692e-011	-2.0045e-009
7.0572e+013	2.0228e-009	-2.9573e-010	-2.5859e-009	2.7223e-010
7.0587e+013	7.4642e-010	-2.8192e-009	-5.3141e-010	2.5072e-009
7.0602e+013	-2.6025e-009	-8.6900e-010	2.5082e-009	1.3572e-009
7.0618e+013	-3.2631e-010	1.3326e-009	8.8820e-010	-2.2098e-009
7.0633e+013	1.6376e-011	1.3380e-011	-9.6776e-010	3.2425e-010
7.0648e+013	4.8787e-010	1.8117e-010	4.2513e-010	-4.2738e-010
7.0663e+013	-8.0215e-010	-1.4628e-009	-2.5497e-010	1.1053e-009
7.0679e+013	-2.2601e-009	1.7697e-009	2.5616e-009	-1.6666e-009
7.0694e+013	1.5282e-009	2.5150e-009	-3.1614e-009	-2.2615e-009
7.0709e+013	2.2893e-009	-1.9138e-010	-7.6860e-010	2.2169e-009
7.0724e+013	9.6177e-010	-1.7028e-009	-3.0676e-010	-7.0341e-011
7.0740e+013	-7.8956e-010	-8.9290e-010	1.8603e-010	1.6198e-009
7.0755e+013	1.3244e-010	-2.3597e-010	5.6819e-010	-1.0342e-010
7.0770e+013	-8.7328e-010	-9.4529e-010	1.2405e-009	9.3266e-010
7.0786e+013	-7.5345e-010	7.6985e-010	5.4286e-010	-2.6254e-009
7.0801e+013	2.1111e-010	-1.4769e-010	-2.3443e-009	1.3924e-009
7.0816e+013	-8.5172e-010	7.1700e-011	2.4470e-009	7.8436e-010
7.0831e+013	-3.0741e-010	7.8182e-010	6.6596e-011	-1.4448e-009
7.0847e+013	7.7058e-011	9.2301e-010	1.0590e-010	-1.0805e-009
7.0862e+013	1.0180e-009	7.5555e-010	-2.1256e-009	-2.4571e-010
7.0877e+013	1.3229e-009	-4.0698e-010	8.5439e-010	1.2251e-009
7.0892e+013	2.8221e-010	-1.4759e-009	-1.0378e-009	-1.4690e-009
7.0908e+013	-1.2049e-009	-3.5406e-010	-9.0200e-010	2.1630e-009
7.0923e+013	9.2701e-011	6.2481e-010	1.0550e-009	2.5820e-010
7.0938e+013	3.2557e-011	-2.4058e-010	5.1450e-010	4.9646e-010
7.0953e+013	4.6609e-010	2.3899e-010	1.7233e-010	-9.7925e-010
7.0969e+013	1.6481e-010	-1.5631e-009	-4.6874e-010	1.8849e-009
7.0984e+013	-1.9576e-009	-1.3663e-010	3.3610e-009	-6.4396e-010
7.0999e+013	-5.3442e-010	1.0930e-009	-7.0121e-010	-2.7433e-009
7.1014e+013	-3.9592e-010	1.1397e-009	-9.9148e-010	-8.7467e-010
7.1030e+013	1.1519e-009	1.2788e-009	-2.5044e-009	3.0955e-011
7.1045e+013	9.2946e-010	-3.7161e-012	4.4597e-010	2.3310e-009
7.1060e+013	1.8209e-009	1.5429e-010	5.9501e-010	-1.3229e-009
7.1075e+013	9.8660e-010	-2.9723e-009	-1.8644e-009	6.6979e-010
7.1091e+013	-2.4261e-009	-1.0945e-009	1.6881e-010	2.2078e-009
7.1106e+013	-8.1190e-010	5.1263e-010	2.5872e-009	1.2165e-009
7.1121e+013	-1.3261e-009	7.1167e-010	1.7546e-009	-2.5547e-009
7.1136e+013	9.5284e-010	1.8490e-009	-1.6071e-009	-9.8409e-010
7.1152e+013	1.0785e-009	-1.2288e-009	2.6187e-011	1.6056e-010
7.1167e+013	-1.1930e-009	-1.0699e-010	-7.9142e-010	-1.9696e-010
7.1182e+013	1.7640e-011	7.7767e-010	4.5830e-010	9.6246e-010
7.1198e+013	1.4027e-010	8.4318e-010	1.1313e-009	-1.2645e-009
7.1213e+013	2.0156e-009	5.2690e-010	-1.7836e-009	-2.0074e-009
7.1228e+013	1.0539e-009	-2.7338e-009	-3.1854e-009	1.9361e-009
7.1243e+013	-2.6966e-009	-1.2677e-009	1.6412e-009	3.6179e-009
7.1259e+013	-1.0608e-009	2.0889e-009	2.9024e-009	-8.8753e-010
7.1274e+013	1.2961e-009	5.3333e-010	-9.8055e-011	-1.6598e-009
7.1289e+013	1.9960e-011	-6.7359e-010	-6.9604e-010	-6.6401e-011
7.1304e+013	-4.8428e-010	8.6689e-011	5.5672e-010	2.4749e-010
7.1320e+013	-3.9263e-010	8.7921e-010	1.8468e-010	-1.4025e-009
7.1335e+013	1.7935e-009	1.2391e-009	-1.8832e-009	-4.9622e-010
7.1350e+013	1.8830e-009	-2.7979e-009	-1.1300e-009	2.0340e-009
7.1365e+013	-3.1334e-009	-1.7430e-009	2.1261e-009	1.5477e-009
7.1381e+013	-7.1365e-010	2.1460e-009	9.9511e-010	-1.8511e-009
7.1396e+013	-3.6718e-011	-6.0466e-010	-4.7177e-010	5.8451e-010
7.1411e+013	-1.2810e-009	2.2269e-009	2.2248e-009	-2.0015e-009
7.1426e+013	2.8700e-009	8.3283e-010	-4.2048e-009	-2.8110e-009
7.1442e+013	-3.2952e-010	-1.3931e-009	-2.1688e-009	4.4962e-009
7.1457e+013	1.0336e-009	1.2961e-009	2.6609e-009	1.0813e-009
7.1472e+013	1.4935e-009	-2.2965e-009	3.6552e-010	-2.4524e-010
7.1487e+013	-1.1715e-009	-1.0634e-009	9.1435e-010	-2.4930e-010
7.1503e+013	-4.6015e-010	-1.5375e-009	-6.0394e-010	-3.2372e-010
7.1518e+013	-3.7044e-009	-1.0133e-010	1.0144e-009	1.2982e-009
7.1533e+013	-6.3396e-010	3.7417e-009	1.9917e-009	-1.7453e-009
7.1548e+013	1.8249e-009	9.6846e-010	-1.2224e-009	-1.8892e-009
7.1564e+013	7.0607e-010	5.1176e-010	-3.1072e-010	-2.8388e-010
7.1579e+013	1.7551e-009	2.5251e-010	-1.8902e-009	-2.3030e-009
7.1594e+013	1.3099e-009	-1.4354e-009	-4.3403e-009	2.5070e-009
7.1609e+013	-1.6771e-010	-1.5754e-009	1.4634e-009	4.3830e-009
7.1625e+013	-7.2828e-010	-9.5708e-010	2.5972e-009	7.4550e-010
7.1640e+013	-1.0814e-009	-6.2296e-010	2.4312e-009	-5.2429e-010
7.1655e+013	-1.4633e-009	8.4661e-011	4.8831e-010	-1.9923e-009
7.1671e+013	-1.3370e-009	1.1634e-009	4.5807e-010	-3.7867e-010
7.1686e+013	-1.9749e-010	2.1857e-009	1.1420e-010	-2.9640e-009
7.1701e+013	1.9943e-009	2.0162e-009	-3.5617e-009	-5.7637e-010
7.1716e+013	3.4618e-009	-1.2054e-009	-1.1488e-009	2.2033e-009
7.1732e+013	-6.2986e-010	-3.7723e-009	5.8897e-010	1.8229e-009
7.1747e+013	-2.6995e-009	5.5374e-010	2.1283e-009	-1.2251e-010
7.1762e+013	5.5666e-010	8.7225e-010	-4.5291e-010	-1.8174e-009
7.1777e+013	-5.1066e-010	-2.3669e-010	-1.4620e-009	2.7960e-010
7.1793e+013	1.6967e-010	6.8885e-010	-7.8722e-010	1.8068e-009
7.1808e+013	8.1903e-011	-1.7698e-010	2.5691e-009	1.7987e-009
7.1823e+013	5.7450e-011	1.9705e-010	1.9539e-009	-2.4950e-009
7.1838e+013	-3.4768e-010	3.2083e-010	-9.9193e-010	-1.8462e-009
7.1854e+013	1.7596e-009	9.7800e-010	-2.6115e-009	-6.8603e-010
7.1869e+013	6.1240e-010	-3.3744e-009	-5.7565e-010	4.0399e-009
7.1884e+013	-3.5769e-009	8.0103e-010	4.3389e-009	-1.5598e-009
7.1899e+013	2.1227e-009	1.7861e-009	-3.5396e-009	-2.2193e-009
7.1915e+013	-7.3434e-010	-2.3151e-009	1.1985e-009	3.0542e-009
7.1930e+013	-1.6191e-009	2.0203e-009	4.4022e-010	-3.2393e-009
7.1945e+013	1.3582e-009	1.1626e-009	-2.5094e-009	1.4712e-009
7.1960e+013	1.4979e-009	1.0344e-010	4.8299e-010	3.5750e-010
7.1976e+013	7.0725e-010	-1.9135e-009	-8.0145e-010	2.4757e-009
7.1991e+013	-1.4014e-009	-2.4615e-011	4.4472e-009	2.1921e-010
7.2006e+013	9.1368e-010	8.2449e-011	-6.8472e-010	-3.7924e-009
7.2021e+013	-7.2240e-010	-9.6005e-010	-1.8085e-009	4.3100e-010
7.2037e+013	-1.1061e-010	-3.8913e-011	-6.6012e-010	8.8729e-010
7.2052e+013	-1.8409e-009	-6.6198e-010	1.6983e-009	1.1495e-009
7.2067e+013	-5.8924e-010	3.0013e-009	5.5206e-010	-2.7986e-009
7.2083e+013	2.4103e-009	-1.5341e-010	-2.7768e-009	5.4373e-011
7.2098e+013	-8.5214e-010	-6.5342e-010	-4.1177e-010	1.9480e-009
7.2113e+013	6.7184e-010	1.0991e-009	1.5762e-009	1.5524e-009
7.2128e+013	1.0341e-009	-6.1842e-010	2.0927e-009	-2.0020e-009
7.2144e+013	2.8712e-010	-8.9571e-010	-2.2958e-009	-1.6297e-009
7.2159e+013	-6.6441e-010	-8.1185e-010	-1.0530e-009	1.7240e-009
7.2174e+013	-3.5563e-010	2.8234e-010	8.1875e-010	1.1096e-009
7.2189e+013	4.0916e-012	-6.0873e-010	1.2373e-009	-5.5904e-010
7.2205e+013	-1.2644e-009	-2.0342e-010	-9.1572e-010	-4.2933e-010
7.2220e+013	-7.6826e-010	1.3191e-009	1.0135e-009	8.9259e-010
7.2235e+013	1.0522e-009	9.4576e-010	3.7690e-011	-1.3998e-009
7.2250e+013	7.4664e-011	-7.1954e-010	3.4123e-010	7.2839e-010
7.2266e+013	-2.2043e-010	1.5129e-009	2.4119e-010	-3.0275e-009
7.2281e+013	2.5559e-009	-5.7292e-010	-4.2165e-009	1.2432e-009
7.2296e+013	-1.3636e-009	-2.0431e-009	2.1054e-009	2.8539e-009
7.2311e+013	-3.2734e-010	1.5535e-009	4.8222e-010	-1.2129e-009
7.2327e+013	8.6330e-010	-1.0867e-009	7.0880e-010	4.4290e-010
7.2342e+013	-9.6824e-010	3.0114e-010	-8.0955e-010	-1.8985e-009
7.2357e+013	1.1980e-009	-4.4478e-010	-1.5750e-009	2.6175e-009
7.2372e+013	-1.7239e-009	-1.4168e-009	2.9372e-009	7.1120e-010
7.2388e+013	-1.1106e-009	1.6899e-009	7.0123e-010	-1.4890e-009
7.2403e+013	5.0329e-010	6.1170e-010	1.5803e-010	-1.5995e-009
7.2418e+013	1.3976e-011	6.7056e-010	-2.0473e-009	-4.4885e-010
7.2433e+013	9.4120e-010	7.1264e-010	5.5069e-010	9.4592e-010
7.2449e+013	1.2901e-009	-4.9123e-010	-1.1092e-009	-1.4590e-009
7.2464e+013	-1.2963e-010	-1.1246e-009	-1.2330e-009	2.3210e-009
7.2479e+013	2.8055e-011	2.8104e-010	1.6137e-009	2.5097e-010
7.2495e+013	6.3511e-010	-1.4639e-009	-2.8207e-010	1.2407e-010
7.2510e+013	-1.9255e-009	-7.4870e-010	8.8425e-010	-1.9538e-010
7.2525e+013	-6.9029e-010	8.3790e-010	-9.5844e-010	3.5362e-010
7.2540e+013	-9.2857e-010	8.5443e-010	2.4808e-009	8.7666e-010
7.2556e+013	1.2678e-009	1.7881e-009	-2.3715e-010	-3.3444e-009
7.2571e+013	1.0231e-009	-1.4452e-009	-1.9513e-009	1.3901e-009
7.2586e+013	-1.0887e-009	5.2974e-010	1.5462e-009	-5.5439e-010
7.2601e+013	1.5034e-009	6.5822e-010	-2.1596e-009	-7.6143e-010
7.2617e+013	8.7844e-010	-1.5247e-009	3.2375e-011	2.0288e-009
7.2632e+013	-1.4117e-009	-1.6970e-009	1.0544e-009	-2.3882e-010
7.2647e+013	-2.1335e-009	1.8774e-009	-1.9762e-010	-4.7408e-010
7.2662e+013	2.4752e-009	1.4216e-009	-4.1056e-010	4.2656e-010
7.2678e+013	6.8454e-011	-2.1849e-009	6.4562e-010	1.0394e-010
7.2693e+013	-8.4999e-010	6.2297e-010	-6.9281e-010	-7.8498e-011
7.2708e+013	8.4464e-011	-4.8449e-010	1.2645e-009	1.2051e-009
7.2723e+013	-8.3612e-010	8.7182e-010	7.7493e-010	-2.1699e-009
7.2739e+013	1.1549e-009	4.9325e-010	-1.5444e-009	-3.4576e-011
7.2754e+013	5.6109e-010	-8.0388e-010	-3.0962e-010	-6.3763e-011
7.2769e+013	-8.2122e-010	-1.4553e-009	-8.6422e-010	1.8236e-009
7.2784e+013	-2.3473e-009	1.6440e-009	3.0727e-009	-6.7523e-011
7.2800e+013	2.3243e-009	2.2613e-009	-1.5318e-009	-2.4128e-009
7.2815e+013	1.3231e-009	-1.5952e-009	-4.1920e-011	1.5269e-009
7.2830e+013	4.9006e-010	-5.3400e-010	-3.0712e-010	-2.0886e-009
7.2845e+013	-4.7028e-010	-2.4186e-009	-2.3947e-009	2.1084e-009
7.2861e+013	-2.7446e-009	6.6557e-010	1.8713e-009	1.2821e-009
7.2876e+013	3.6941e-010	1.4375e-009	4.1681e-010	2.5531e-010
7.2891e+013	-3.6207e-010	4.6655e-010	2.1519e-009	-6.9584e-010
7.2906e+013	1.2285e-009	1.5604e-009	-1.4079e-009	-2.1035e-009
7.2922e+013	1.8137e-009	-1.4252e-009	-5.5634e-010	1.3893e-009
7.2937e+013	-1.0685e-009	-1.3102e-009	5.1109e-010	-6.4210e-010
7.2952e+013	-4.0111e-010	3.5497e-010	-4.0883e-010	3.3338e-010
7.2968e+013	-6.0269e-010	-4.3994e-010	5.0720e-010	-5.4652e-010
7.2983e+013	-7.1604e-010	1.5711e-009	-7.9080e-010	-4.1874e-010
7.2998e+013	2.0686e-009	3.3276e-010	-8.7486e-010	-1.2730e-010
7.3013e+013	-1.9175e-010	-1.7953e-009	-1.2648e-009	1.9213e-009
7.3029e+013	-1.0865e-009	2.3702e-010	2.6527e-009	1.4252e-009
7.3044e+013	-2.1427e-010	6.0594e-010	4.4815e-010	-2.2111e-009
7.3059e+013	5.5345e-010	6.2191e-010	-7.7449e-010	6.9810e-010
7.3074e+013	6.4000e-010	-4.5615e-010	9.5572e-010	-6.0396e-010
7.3090e+013	1.4259e-010	-5.2464e-010	-1.1060e-009	-1.7258e-010
7.3105e+013	-6.5639e-010	-1.0382e-009	9.0540e-010	9.4798e-010
7.3120e+013	-1.6103e-009	9.3361e-010	9.6370e-010	-1.4646e-009
7.3135e+013	9.3682e-010	1.5278e-009	-1.2933e-009	-1.4476e-009
7.3151e+013	9.4380e-010	-5.6561e-010	-1.6496e-009	6.5174e-010
7.3166e+013	-1.6435e-010	-1.1581e-010	-2.5495e-010	6.6133e-010
7.3181e+013	7.7820e-010	9.5189e-012	-1.2303e-009	1.3550e-009
7.3196e+013	3.0546e-011	-1.4030e-009	2.2534e-009	2.4318e-009
7.3212e+013	-1.2909e-009	-1.7149e-010	1.6203e-009	-2.1371e-009
7.3227e+013	-6.4637e-010	4.3094e-010	-6.3179e-010	6.5185e-010
7.3242e+013	-4.3452e-010	1.4619e-009	2.3391e-009	-1.2685e-009
7.3257e+013	1.9228e-009	5.7231e-010	-1.7101e-009	-2.0921e-009
7.3273e+013	2.7667e-010	-1.1968e-009	-7.7568e-010	-9.4708e-011
7.3288e+013	4.9566e-010	-6.1300e-010	-2.6342e-009	4.1582e-010
7.3303e+013	-1.9279e-009	-1.7567e-009	1.7269e-009	3.3887e-009
7.3318e+013	-1.4850e-009	3.0608e-009	1.5894e-009	-3.1980e-009
7.3334e+013	2.5504e-009	2.2250e-010	-2.8785e-009	7.2641e-010
7.3349e+013	-4.7389e-010	-4.8899e-010	8.7854e-010	6.8654e-010
7.3364e+013	1.3881e-009	-2.5411e-011	-1.5515e-009	1.3652e-009
7.3380e+013	-6.5407e-010	-1.6280e-009	3.3806e-009	2.2494e-009
7.3395e+013	-6.3452e-010	9.1538e-011	1.6623e-009	-2.5499e-009
7.3410e+013	-1.4386e-009	-2.5595e-011	8.2669e-010	-1.1196e-009
7.3425e+013	4.1129e-010	2.3308e-009	-1.1706e-009	-3.8052e-009
7.3441e+013	1.4909e-009	-1.1630e-009	-3.7904e-009	1.1163e-009
7.3456e+013	-1.1211e-009	4.0859e-010	3.1363e-010	9.0876e-010
7.3471e+013	1.7189e-009	2.8182e-010	-2.4641e-009	7.0417e-010
7.3486e+013	-3.6778e-010	-1.5130e-009	8.0452e-010	3.9904e-009
7.3502e+013	-2.4869e-010	1.2304e-010	3.0094e-009	3.2394e-010
7.3517e+013	-6.7762e-010	-9.7518e-010	1.7514e-009	-4.8653e-010
7.3532e+013	-1.3927e-009	1.1279e-009	1.9434e-009	-2.2710e-009
7.3547e+013	6.6411e-010	8.6126e-010	-1.4520e-009	-2.8844e-009
7.3563e+013	-3.1800e-010	5.5484e-010	-1.8538e-009	-2.7457e-010
7.3578e+013	1.8742e-009	1.5510e-009	-2.1605e-009	-3.4694e-010
7.3593e+013	2.1148e-009	-2.5597e-009	-2.0204e-009	3.4966e-009
7.3608e+013	-2.1962e-009	-1.5463e-009	3.7188e-009	1.8132e-009
7.3624e+013	-2.7031e-011	9.8301e-010	-1.4254e-010	-2.6773e-009
7.3639e+013	-3.2886e-010	-1.6504e-009	-9.5835e-010	2.3419e-009
7.3654e+013	-2.5288e-009	9.6250e-010	3.2092e-009	-3.3278e-010
7.3669e+013	6.7075e-010	1.9991e-009	-3.8365e-010	-2.3160e-009
7.3685e+013	1.6566e-010	2.1137e-010	-4.9289e-010	-6.7146e-010
7.3700e+013	1.1372e-009	2.0302e-009	-1.8854e-009	-9.6582e-010
7.3715e+013	3.1898e-009	-1.6285e-009	-1.1728e-009	2.1909e-009
7.3730e+013	-1.3415e-009	-2.4374e-009	1.0371e-009	1.2008e-010
7.3746e+013	-2.9949e-010	2.5377e-010	-1.3236e-009	1.2751e-009
7.3761e+013	-1.0522e-009	-1.5817e-009	3.5633e-009	1.9758e-009
7.3776e+013	-1.9095e-009	1.6177e-009	1.3216e-009	-4.2671e-009
7.3792e+013	9.9657e-010	9.0751e-010	-2.5766e-009	-1.1603e-010
7.3807e+013	-9.3192e-011	1.5312e-010	2.4013e-010	-6.1229e-010
7.3822e+013	7.0648e-010	1.0889e-010	-3.1222e-009	8.2738e-010
7.3837e+013	-7.1320e-010	-3.3545e-010	2.3255e-009	3.3075e-009
7.3853e+013	1.8322e-010	1.6366e-009	1.5517e-009	-2.6547e-009
7.3868e+013	2.1464e-009	-1.9357e-011	-1.2724e-009	1.8908e-010
7.3883e+013	7.2984e-010	-2.0247e-009	3.3122e-010	-8.0040e-010
7.3898e+013	-1.1311e-009	-1.3903e-009	-2.0664e-009	9.9045e-010
7.3914e+013	-1.6848e-009	-2.9390e-010	2.4067e-009	1.8372e-009
7.3929e+013	-1.2788e-009	1.7989e-009	4.1389e-010	-2.7259e-009
7.3944e+013	1.5937e-009	8.1006e-010	-1.6952e-009	1.5229e-009
7.3959e+013	-8.5221e-010	-5.1211e-010	3.2642e-009	-2.0490e-010
7.3975e+013	1.3601e-009	2.0952e-009	-2.1449e-009	-4.0484e-009
7.3990e+013	1.6982e-009	-2.7221e-009	-3.3656e-009	3.1605e-009
7.4005e+013	-2.2920e-009	-3.4309e-010	2.6152e-009	1.5927e-009
7.4020e+013	2.4826e-010	4.9362e-010	-3.1225e-011	-8.8851e-010
7.4036e+013	-8.1374e-010	4.1589e-010	6.2980e-010	4.8798e-010
7.4051e+013	9.6582e-010	4.7537e-010	-1.6559e-011	-6.8580e-010
7.4066e+013	-7.1133e-010	-9.8929e-011	6.4147e-010	4.0617e-010
7.4081e+013	1.5603e-009	1.2687e-009	2.0375e-011	-2.1119e-009
7.4097e+013	9.6122e-010	-2.2252e-009	-2.6389e-009	7.8174e-010
7.4112e+013	-1.2262e-009	-6.9239e-010	1.2891e-009	2.1086e-009
7.4127e+013	-7.8291e-010	-3.3376e-010	9.1153e-010	-1.2600e-009
7.4142e+013	-1.2171e-009	4.1653e-010	-8.6128e-010	7.5718e-010
7.4158e+013	-8.7060e-010	1.4209e-009	2.6883e-009	2.2210e-010
7.4173e+013	1.4568e-009	2.0766e-009	-4.4670e-010	-4.1084e-009
7.4188e+013	1.9672e-009	-1.0972e-009	-4.0866e-009	5.0578e-010
7.4203e+013	1.5654e-010	-9.5644e-010	-6.2004e-010	2.6589e-009
7.4219e+013	-6.6759e-010	-1.6676e-009	1.0024e-009	2.3952e-009
7.4234e+013	-1.9786e-009	1.5598e-009	3.2558e-009	-1.3526e-010
7.4249e+013	2.1004e-009	9.2792e-010	1.5325e-010	-2.3222e-009
7.4265e+013	3.9794e-010	-9.3345e-010	-7.0829e-010	-5.8511e-010
7.4280e+013	9.6021e-010	-1.9709e-009	-9.4648e-010	3.6530e-010
7.4295e+013	-4.3736e-009	-1.3824e-009	1.5700e-009	2.3103e-010
7.4310e+013	5.5711e-011	4.5536e-009	-1.5748e-009	-2.3566e-009
7.4326e+013	1.5045e-009	-1.2804e-009	-9.6518e-010	2.7152e-009
7.4341e+013	-5.3695e-010	2.1109e-009	1.5187e-009	-1.6753e-009
7.4356e+013	2.9189e-009	-1.2177e-009	-2.7617e-009	1.2310e-009
7.4371e+013	-1.6537e-009	-7.4224e-010	2.7198e-009	9.1986e-010
7.4387e+013	1.4386e-009	2.5633e-010	-2.0765e-009	-1.2334e-009
7.4402e+013	-1.0505e-009	-1.1827e-009	1.7529e-009	3.2767e-009
7.4417e+013	8.5794e-010	5.7079e-010	1.7274e-009	-3.1644e-009
7.4432e+013	-9.9768e-010	-2.3182e-009	-1.6944e-009	8.8288e-010
7.4448e+013	-1.9962e-009	1.7129e-009	2.4348e-009	-1.0240e-009
7.4463e+013	9.4109e-010	5.6901e-010	-2.4987e-009	-2.4575e-009
7.4478e+013	-8.6717e-010	2.0874e-010	-1.9135e-009	1.9141e-009
7.4493e+013	6.8580e-010	1.7864e-009	3.5259e-010	1.6870e-009
7.4509e+013	1.8332e-009	-6.2616e-010	1.8687e-009	8.3688e-010
7.4524e+013	-4.8331e-010	-6.7349e-010	1.1985e-009	-2.1597e-009
7.4539e+013	1.1215e-009	6.5476e-011	-2.2399e-009	-9.3007e-010
7.4554e+013	-8.3004e-010	-1.8558e-009	-3.0342e-010	1.6858e-009
7.4570e+013	-3.7820e-010	1.4634e-009	1.7596e-010	-3.6310e-010
7.4585e+013	8.5554e-010	-2.2317e-009	-6.3599e-010	1.8359e-009
7.4600e+013	-3.5536e-009	6.5969e-010	3.0370e-009	3.5415e-010
7.4615e+013	1.5578e-009	2.5228e-009	-6.0515e-011	-2.3915e-009
7.4631e+013	4.7022e-010	-1.0786e-009	-3.5152e-010	6.5235e-011
7.4646e+013	-2.2431e-010	8.0678e-010	-2.7281e-010	-1.4397e-009
7.4661e+013	1.1698e-009	2.2088e-010	-1.7522e-009	3.6805e-010
7.4677e+013	6.5827e-010	-1.6116e-009	-1.8864e-011	8.4778e-010
7.4692e+013	-2.2228e-009	-1.5084e-010	-6.8484e-011	3.8552e-010
7.4707e+013	1.3628e-009	1.9168e-009	1.6591e-010	1.4240e-010
7.4722e+013	3.1810e-010	-2.1444e-009	-5.4168e-010	4.7897e-010
7.4738e+013	-9.1508e-010	1.2075e-009	8.6675e-010	1.3145e-009
7.4753e+013	1.1675e-009	-1.2897e-009	1.4626e-009	-6.4490e-010
7.4768e+013	-2.3513e-009	4.2296e-011	-8.8622e-011	-5.7391e-010
7.4783e+013	6.9077e-010	1.6905e-009	1.1353e-009	-4.0362e-010
7.4799e+013	6.6814e-010	-7.3880e-011	-7.0363e-010	-2.6812e-009
7.4814e+013	6.9285e-010	-4.2320e-010	-2.9029e-009	7.1551e-010
7.4829e+013	-4.0448e-010	-4.7260e-010	1.4418e-010	1.5527e-009
7.4844e+013	2.5249e-010	-4.1672e-010	-3.2806e-010	1.1210e-009
7.4860e+013	-1.7005e-009	-2.5381e-010	2.5459e-009	1.3995e-009
7.4875e+013	5.1865e-010	2.0884e-009	1.3152e-009	-3.2632e-009
7.4890e+013	1.1623e-009	-8.8254e-010	-2.8782e-009	-7.8539e-010
7.4905e+013	-2.2507e-010	-6.9853e-011	-4.8692e-010	1.7021e-009
7.4921e+013	2.3596e-011	-6.2316e-010	2.1609e-010	3.6884e-010
7.4936e+013	-7.0087e-010	6.8067e-010	1.4273e-010	1.2840e-009
