f[Hz]	Xd(f).re	Xd(f).im	Xg(f).re	Xg(f).im
2.7420e+013	1.2432e-009	6.4312e-010	-1.2166e-009	-1.3348e-009
2.7435e+013	-1.1478e-010	-2.5239e-010	-5.3002e-010	1.3132e-009
2.7451e+013	7.7673e-010	5.6432e-010	1.1994e-009	-9.9698e-011
2.7466e+013	1.0424e-009	-1.4496e-009	-7.6164e-010	-1.2638e-009
2.7481e+013	-1.8668e-009	-1.2342e-009	-1.0581e-009	1.5784e-009
2.7496e+013	-5.5971e-010	1.6625e-009	1.9253e-009	1.0304e-010
2.7512e+013	3.0101e-010	-5.8865e-010	-1.0246e-009	-1.0895e-009
2.7527e+013	-9.8867e-010	1.6110e-009	5.1962e-010	1.1094e-009
2.7542e+013	2.3069e-009	2.7134e-010	-6.0525e-011	-1.4605e-009
2.7557e+013	-3.0530e-010	-7.9747e-010	-8.9701e-010	1.0643e-009
2.7573e+013	1.6641e-009	-5.9012e-010	4.0442e-010	-2.4832e-010
2.7588e+013	-2.4660e-009	-2.7948e-009	-3.1480e-010	1.5271e-009
2.7603e+013	-1.8147e-009	3.4915e-009	2.6659e-009	-1.0320e-009
2.7618e+013	2.8416e-009	7.1870e-011	-2.3568e-009	-1.5993e-009
2.7634e+013	-9.0240e-010	-1.7212e-009	8.3281e-010	2.2590e-009
2.7649e+013	-1.6757e-009	1.1511e-009	1.0563e-009	-2.5977e-009
2.7664e+013	1.6239e-009	2.5398e-009	-2.7320e-009	-1.4740e-010
2.7679e+013	2.7870e-009	-2.3914e-009	-3.4867e-011	1.9904e-009
2.7695e+013	-2.4656e-009	-1.6354e-009	1.4333e-009	-2.1188e-010
2.7710e+013	3.7644e-011	1.3782e-009	-1.3589e-009	-1.1700e-009
2.7725e+013	6.0621e-011	-1.0134e-009	-8.2587e-010	2.6148e-009
2.7740e+013	-1.1906e-009	2.9219e-010	2.4732e-009	5.9208e-010
2.7756e+013	-3.1304e-010	1.2196e-009	1.0266e-009	-6.5494e-010
2.7771e+013	1.2175e-009	9.4065e-010	1.4980e-009	-1.9551e-009
2.7786e+013	1.1367e-009	-6.6794e-010	-2.3651e-009	-2.6067e-009
2.7802e+013	4.6290e-010	-1.2849e-009	-2.5928e-009	1.6691e-009
2.7817e+013	-1.5203e-009	-1.3278e-009	4.8524e-010	2.1757e-009
2.7832e+013	-1.2821e-009	1.1337e-009	1.6754e-009	3.0907e-010
2.7847e+013	-3.6393e-010	8.0702e-010	8.4585e-010	-9.7691e-010
2.7863e+013	7.8109e-010	2.0478e-009	-3.6141e-010	-1.8581e-009
2.7878e+013	2.2558e-009	-1.1415e-009	-3.1445e-009	4.7002e-010
2.7893e+013	-9.9899e-010	-5.1902e-010	1.2263e-009	3.3676e-009
2.7908e+013	1.7846e-009	1.1799e-010	1.8229e-009	-1.5489e-009
2.7924e+013	-4.7653e-010	-2.9469e-009	-7.0666e-010	2.4216e-010
2.7939e+013	-2.6292e-009	-1.5127e-010	8.5569e-010	-5.1068e-010
2.7954e+013	-1.3554e-009	1.6945e-009	-7.4618e-010	3.3170e-010
2.7969e+013	8.1101e-010	1.4794e-009	1.6960e-009	4.0285e-011
2.7985e+013	-1.0040e-010	5.1394e-011	-7.3364e-011	-1.7136e-009
2.8000e+013	7.9610e-010	2.1255e-009	-6.1449e-010	-1.2616e-009
2.8015e+013	2.8895e-009	-7.3361e-010	-2.7842e-009	-4.1554e-010
2.8030e+013	5.0152e-010	-2.0569e-009	-9.3565e-010	2.6269e-009
2.8046e+013	-6.6067e-010	-1.9766e-009	8.4164e-010	1.2871e-009
2.8061e+013	-2.1405e-009	-3.5419e-010	1.3004e-009	5.9800e-010
2.8076e+013	-9.4461e-010	5.7619e-010	4.1234e-010	-2.0979e-010
2.8091e+013	-1.4125e-009	1.3515e-009	1.7130e-009	3.7473e-010
2.8107e+013	1.3736e-009	2.1895e-009	6.6319e-011	-2.4573e-009
2.8122e+013	1.4071e-009	-7.1456e-010	-3.0553e-010	1.1837e-009
2.8137e+013	2.9156e-010	3.8619e-011	1.5446e-009	-3.6828e-009
2.8152e+013	1.3113e-009	-8.7630e-010	-6.3194e-009	-1.0936e-010
2.8168e+013	-7.5363e-010	-2.3258e-009	1.7643e-009	5.7508e-009
2.8183e+013	-3.1857e-009	3.7892e-010	3.4859e-009	-2.2010e-009
2.8198e+013	1.7089e-010	3.5772e-009	-1.1276e-009	-2.3873e-009
2.8214e+013	3.1345e-009	6.3622e-011	-3.2277e-009	2.8514e-011
2.8229e+013	5.6956e-010	-2.0979e-009	-2.4024e-010	4.1417e-009
2.8244e+013	-1.1171e-009	-8.4421e-010	3.3483e-009	3.7369e-010
2.8259e+013	-3.0223e-011	4.5653e-010	1.1958e-009	-1.3919e-009
2.8275e+013	-1.3778e-010	-1.7973e-009	-2.2314e-010	-2.2323e-009
2.8290e+013	-3.2726e-009	7.0133e-010	-2.3664e-009	7.3685e-010
2.8305e+013	7.2190e-010	3.0782e-009	1.9556e-009	1.4526e-009
2.8320e+013	1.4164e-009	5.4457e-012	4.9089e-010	-2.3942e-009
2.8336e+013	5.1315e-010	2.7587e-010	-1.5081e-009	-2.6428e-010
2.8351e+013	9.9026e-010	6.0560e-010	-5.0733e-010	-2.0988e-010
2.8366e+013	3.3536e-009	-1.0146e-009	-1.8510e-009	5.9466e-010
2.8381e+013	-1.0070e-009	-5.7423e-009	4.2979e-010	2.5375e-009
2.8397e+013	-5.6205e-009	7.8832e-010	1.8801e-009	-2.5857e-010
2.8412e+013	-3.0820e-010	3.0125e-009	-8.2947e-011	-5.4744e-010
2.8427e+013	1.5129e-010	2.0303e-009	7.9717e-013	-1.6670e-010
2.8442e+013	2.9379e-009	9.2828e-010	-1.7110e-010	9.4401e-010
2.8458e+013	3.9092e-010	-2.0078e-009	2.1745e-009	-3.3714e-010
2.8473e+013	-1.2371e-010	9.5233e-011	-7.1169e-010	-1.7288e-009
2.8488e+013	-3.5153e-010	-6.9828e-010	5.6444e-010	-1.6575e-010
2.8503e+013	3.5515e-010	9.0584e-010	-2.1683e-009	-2.4571e-009
2.8519e+013	4.6288e-010	-1.8665e-009	-1.8241e-009	3.3751e-009
2.8534e+013	-1.8251e-009	6.9957e-010	2.1049e-009	-6.2827e-010
2.8549e+013	1.2680e-009	-4.9476e-011	-2.0550e-009	7.4166e-010
2.8564e+013	-2.1114e-009	-6.5624e-010	2.3273e-009	8.2847e-010
2.8580e+013	2.7974e-010	2.7975e-009	-1.6589e-009	-1.1056e-009
2.8595e+013	2.2125e-009	-4.7794e-010	1.3856e-009	2.8564e-009
2.8610e+013	-4.0154e-011	-1.4713e-009	1.9423e-009	-2.4919e-009
2.8625e+013	-1.0393e-009	-1.6969e-010	-1.5858e-009	-1.7847e-010
2.8641e+013	-6.6203e-012	4.4164e-010	1.0561e-009	3.8942e-010
2.8656e+013	-4.7078e-010	3.4028e-010	4.1776e-010	-1.5094e-009
2.8671e+013	1.6161e-009	8.2383e-010	-1.3371e-009	-1.1913e-009
2.8687e+013	-1.4235e-010	-2.7490e-009	-1.3485e-009	3.2805e-010
2.8702e+013	-2.1750e-009	1.6334e-009	-1.3949e-009	6.2463e-010
2.8717e+013	1.8160e-009	-5.3038e-011	-1.2808e-010	2.5901e-009
2.8732e+013	-1.9024e-009	6.0774e-012	1.9304e-009	4.4859e-010
2.8748e+013	2.2758e-009	1.4697e-009	7.5015e-010	1.6435e-010
2.8763e+013	-8.6898e-010	-2.7512e-009	1.6489e-009	-1.2094e-009
2.8778e+013	-1.0304e-009	2.8618e-009	-1.1489e-009	-1.1976e-009
2.8793e+013	2.8400e-009	-9.7304e-010	2.3115e-010	1.0972e-010
2.8809e+013	-1.1609e-009	-1.3256e-009	-1.0874e-009	-7.3819e-010
2.8824e+013	-9.1535e-011	-5.2450e-010	8.4122e-011	1.1885e-009
2.8839e+013	-2.2420e-009	6.5111e-011	2.2415e-010	-8.5768e-010
2.8854e+013	5.6970e-010	2.3564e-009	-4.2383e-010	4.5266e-010
2.8870e+013	1.0394e-009	-4.9741e-010	-1.0487e-011	-7.3214e-010
2.8885e+013	2.4697e-010	1.8651e-010	-1.3498e-009	8.5015e-010
2.8900e+013	1.4254e-010	-6.8595e-010	8.3158e-010	9.7164e-010
2.8915e+013	4.2673e-011	9.3407e-010	7.4906e-011	5.4986e-011
2.8931e+013	1.8218e-009	-1.6620e-009	7.1631e-010	8.9042e-010
2.8946e+013	-2.9244e-009	-1.6031e-009	1.7748e-009	-4.9560e-010
2.8961e+013	-5.4423e-010	2.7565e-009	1.9924e-010	-2.1559e-009
2.8976e+013	1.3088e-009	-2.0810e-010	-1.4063e-009	-8.4391e-010
2.8992e+013	1.6485e-010	9.6171e-011	-1.5532e-009	-2.8163e-010
2.9007e+013	2.1142e-010	-1.2118e-009	-1.5863e-009	2.4495e-009
2.9022e+013	-1.6107e-009	8.0023e-010	2.8991e-009	1.4136e-009
2.9037e+013	1.4174e-009	6.5391e-010	2.7642e-010	-2.1439e-009
2.9053e+013	-8.0721e-010	-4.0084e-010	-5.0633e-010	3.1225e-010
2.9068e+013	1.6616e-009	1.2058e-009	-2.8634e-010	-7.7758e-010
2.9083e+013	5.4548e-011	-2.7910e-009	-1.0124e-009	1.2295e-009
2.9099e+013	-1.7381e-009	1.4587e-009	1.5133e-009	6.8418e-010
2.9114e+013	1.8606e-009	-6.2869e-010	4.3587e-010	-1.1492e-009
2.9129e+013	-2.3179e-009	-1.0421e-009	-6.4988e-010	-1.1479e-010
2.9144e+013	-1.1988e-010	2.3354e-009	5.9268e-010	5.7836e-011
2.9160e+013	1.3634e-009	-1.4086e-010	-7.1214e-010	-1.1457e-009
2.9175e+013	-1.2466e-010	-4.5990e-010	-7.2457e-010	9.6538e-010
2.9190e+013	1.9242e-010	4.3216e-010	-2.0591e-010	-2.8655e-010
2.9205e+013	8.0185e-010	-8.7584e-010	-4.5957e-010	2.2367e-009
2.9221e+013	-1.2841e-009	-5.7035e-010	3.0334e-009	-6.2201e-010
2.9236e+013	1.1165e-010	7.3087e-010	-1.4017e-009	-1.3996e-009
2.9251e+013	-6.1953e-010	-3.5063e-010	1.1094e-009	3.4965e-010
2.9266e+013	7.2452e-011	1.5712e-009	-1.6238e-009	-1.8109e-009
2.9282e+013	1.3839e-009	-1.6359e-010	-2.1079e-010	2.0253e-009
2.9297e+013	7.9909e-010	-8.5963e-010	1.5832e-010	-1.4327e-009
2.9312e+013	-1.2350e-009	-1.7499e-009	-1.1466e-009	1.6112e-009
2.9327e+013	-7.7331e-010	2.2613e-009	7.5591e-010	-2.9289e-010
2.9343e+013	2.3029e-009	-2.3222e-009	-8.2248e-010	2.0878e-009
2.9358e+013	-5.1878e-009	-5.9555e-010	3.8772e-009	2.0491e-010
2.9373e+013	1.3856e-009	5.2416e-009	2.0509e-010	-2.9652e-009
2.9388e+013	2.3910e-009	-1.5110e-009	-8.3134e-010	-1.6387e-009
2.9404e+013	4.0354e-010	1.0888e-009	-2.7729e-009	-2.7556e-010
2.9419e+013	3.0785e-009	-2.3549e-009	-1.3968e-010	1.6068e-009
2.9434e+013	-2.4873e-009	-3.2845e-009	-1.1687e-009	4.2875e-011
2.9449e+013	-2.5022e-009	9.2014e-010	3.0012e-010	2.8189e-009
2.9465e+013	-9.7617e-010	1.2687e-009	1.9589e-009	1.0346e-010
2.9480e+013	-1.2020e-010	2.3269e-009	1.3800e-009	2.6249e-013
2.9495e+013	3.0767e-009	9.5107e-010	1.0804e-009	-1.9832e-009
2.9510e+013	5.6086e-010	-3.0732e-009	-6.8845e-010	-1.1581e-009
2.9526e+013	-1.9313e-009	4.9583e-010	-1.2697e-009	-1.3058e-009
2.9541e+013	6.8096e-010	9.3773e-012	-1.6253e-009	1.4290e-009
2.9556e+013	-1.3925e-009	6.5727e-010	6.4202e-010	-2.1804e-010
2.9572e+013	2.2725e-009	1.4559e-009	-2.2875e-009	9.7288e-010
2.9587e+013	9.4655e-010	-2.5178e-009	1.6168e-009	2.9371e-009
2.9602e+013	-1.4501e-009	-1.1207e-009	2.7943e-009	-1.4877e-010
2.9617e+013	-1.7983e-009	6.1142e-010	2.0023e-009	-3.2320e-009
2.9633e+013	8.1793e-010	1.5096e-009	-3.8477e-009	-2.4346e-009
2.9648e+013	-2.4754e-010	-1.1688e-009	-8.7320e-010	2.9141e-009
2.9663e+013	-6.6464e-010	1.8865e-009	2.0164e-010	-6.0131e-010
2.9678e+013	1.6460e-009	-8.4506e-011	-5.2067e-010	2.1125e-009
2.9694e+013	2.6076e-010	-5.5006e-011	2.0099e-009	-6.6826e-011
2.9709e+013	6.0176e-010	-1.5636e-009	5.9228e-010	-1.2731e-010
2.9724e+013	-2.1172e-009	7.0973e-010	1.2790e-009	-2.1956e-009
2.9739e+013	2.3706e-009	1.0911e-009	-2.7145e-009	-1.2980e-009
2.9755e+013	4.0323e-011	-2.2698e-009	-1.0902e-009	1.2569e-009
2.9770e+013	-5.8900e-010	-1.0528e-009	-6.8970e-010	1.7183e-009
2.9785e+013	-3.8415e-009	-5.2243e-010	2.5564e-009	1.2573e-009
2.9800e+013	2.2331e-010	5.7640e-009	4.0451e-010	-2.4840e-009
2.9816e+013	4.8735e-009	-1.8172e-009	-1.6884e-009	6.1525e-010
2.9831e+013	-2.5867e-009	-2.0597e-009	1.2070e-009	1.1980e-009
2.9846e+013	2.9459e-010	2.3021e-009	1.0664e-009	-1.6881e-009
2.9861e+013	1.9082e-009	-1.0512e-009	-1.8559e-009	-3.1670e-010
2.9877e+013	-9.0041e-010	-1.7463e-009	1.1216e-009	7.1808e-010
2.9892e+013	-1.1496e-009	6.2831e-010	-1.7672e-009	-1.6327e-009
2.9907e+013	-2.7376e-011	-1.1543e-010	9.0425e-011	3.7014e-009
2.9922e+013	-1.0160e-009	1.4288e-009	3.0856e-009	-2.9451e-009
2.9938e+013	2.8186e-009	5.1742e-010	-4.3667e-009	-3.3105e-010
2.9953e+013	-8.3380e-010	-2.9101e-009	2.0805e-009	3.2354e-009
2.9968e+013	-1.4931e-009	1.3990e-009	8.8350e-010	-2.4920e-009
2.9984e+013	4.7541e-010	-2.5994e-010	-1.6969e-009	9.0027e-010
2.9999e+013	-1.1636e-009	8.2875e-010	1.8413e-009	1.3626e-009
3.0014e+013	9.5164e-010	1.1230e-009	1.7760e-009	-2.5730e-009
3.0029e+013	6.7482e-010	3.7665e-010	-2.9475e-009	-1.9873e-009
3.0045e+013	2.0640e-009	-3.8720e-012	-1.6159e-009	2.1331e-009
3.0060e+013	1.0408e-009	-2.9576e-009	2.3974e-010	1.3355e-009
3.0075e+013	-2.7699e-009	-2.1929e-009	1.5264e-009	1.3209e-009
3.0090e+013	-2.6536e-009	1.9194e-009	1.5150e-009	-1.5746e-009
3.0106e+013	1.0108e-009	1.8876e-009	-1.0696e-009	-8.9009e-010
3.0121e+013	2.1373e-010	-5.3589e-010	-4.8273e-010	8.1250e-010
3.0136e+013	-5.9605e-010	1.4995e-009	1.6440e-009	2.3815e-010
3.0151e+013	2.4443e-009	6.5736e-010	-4.6647e-010	-2.7005e-009
3.0167e+013	-6.8539e-011	-2.1186e-009	-2.0997e-009	1.0568e-009
3.0182e+013	-4.6504e-010	1.6222e-009	-8.2638e-011	-3.9102e-010
3.0197e+013	2.8776e-009	-1.7787e-009	-2.4734e-009	3.1407e-009
3.0212e+013	-3.1374e-009	-2.5853e-009	5.6310e-009	1.9126e-009
3.0228e+013	-8.4774e-010	2.4964e-009	-6.0307e-010	-4.7967e-009
3.0243e+013	3.7416e-010	-8.4539e-010	-1.0173e-009	2.2074e-009
3.0258e+013	-1.1948e-009	1.3129e-009	1.3001e-009	-2.2926e-009
3.0273e+013	1.1200e-009	3.7320e-010	-2.4438e-009	8.0252e-010
3.0289e+013	-4.6865e-010	4.4448e-010	1.9240e-009	2.8372e-010
3.0304e+013	1.5648e-009	6.3266e-010	-1.2394e-009	-1.7313e-009
3.0319e+013	3.9721e-010	-1.0915e-009	-1.5603e-009	6.0101e-010
3.0334e+013	4.3628e-010	-2.8272e-010	-1.0600e-009	2.1327e-009
3.0350e+013	-3.3946e-010	-1.6213e-009	2.6277e-009	1.8670e-009
3.0365e+013	-1.6128e-009	3.1741e-010	1.2863e-009	-2.1539e-009
3.0380e+013	1.3526e-010	6.0897e-010	-1.1442e-009	-6.1736e-011
3.0396e+013	-5.6196e-010	1.2468e-010	9.7470e-010	6.5417e-010
3.0411e+013	4.4665e-010	1.0101e-009	8.3932e-010	-1.3104e-009
3.0426e+013	2.4763e-010	-7.6830e-010	-5.3415e-010	-9.0593e-010
3.0441e+013	-7.8333e-010	1.3690e-009	-3.9135e-010	-1.2837e-009
3.0457e+013	2.6435e-009	2.5126e-010	-2.9654e-009	-2.6992e-010
3.0472e+013	-5.0982e-010	-2.4426e-009	-5.5398e-010	2.8703e-009
3.0487e+013	-8.1746e-010	8.4952e-010	6.7220e-010	5.3301e-010
3.0502e+013	6.2761e-010	-1.0102e-009	4.1777e-010	1.9448e-009
3.0518e+013	-1.9151e-009	-4.3841e-010	2.8741e-009	3.7555e-012
3.0533e+013	-7.3288e-010	1.8313e-009	8.6938e-010	-1.6668e-009
3.0548e+013	1.2725e-009	1.0858e-009	3.6344e-010	-1.5160e-009
3.0563e+013	8.1849e-010	-3.6153e-010	-1.0376e-009	-1.8231e-009
3.0579e+013	1.0372e-009	-1.5186e-010	-2.3690e-009	-3.5206e-010
3.0594e+013	-7.2456e-011	-2.3666e-009	-1.2162e-009	2.2166e-009
3.0609e+013	-2.4214e-009	9.1128e-010	1.4093e-009	5.3066e-010
3.0624e+013	1.7026e-009	8.1053e-010	-1.0594e-009	-1.2673e-010
3.0640e+013	-1.1507e-009	-1.4445e-009	8.3058e-010	2.1167e-009
3.0655e+013	-5.5872e-010	1.7229e-009	2.1859e-009	-7.1656e-010
3.0670e+013	7.9354e-010	3.5060e-010	4.0423e-011	-1.9831e-009
3.0685e+013	1.0855e-009	3.9849e-011	-1.9052e-009	-1.5828e-010
3.0701e+013	-4.3804e-010	-1.4342e-009	7.9115e-010	1.2380e-009
3.0716e+013	-2.3515e-010	1.5548e-009	-6.7373e-010	-1.6292e-009
3.0731e+013	1.7773e-009	-1.7740e-009	-1.0617e-009	3.0517e-009
3.0746e+013	-2.6597e-009	-7.5032e-010	4.2550e-009	-4.8292e-010
3.0762e+013	3.9932e-010	1.5305e-009	-1.2519e-009	-3.6281e-009
3.0777e+013	-5.8153e-010	-6.5228e-010	-2.1274e-009	3.7849e-010
3.0792e+013	-2.3438e-010	2.0866e-009	-1.0265e-009	1.0161e-009
3.0807e+013	2.4195e-009	-2.8730e-011	5.7285e-010	1.2825e-009
3.0823e+013	1.8043e-010	-2.0158e-009	8.0025e-011	-4.0326e-010
3.0838e+013	-1.3861e-009	-6.8948e-010	-3.9538e-010	1.4659e-009
3.0853e+013	-1.4582e-009	8.6499e-010	2.2811e-009	6.3378e-010
3.0869e+013	9.0432e-010	2.4262e-009	6.3654e-010	-2.1448e-009
3.0884e+013	2.9038e-009	-1.7283e-009	-1.1993e-009	3.7443e-010
3.0899e+013	-2.5879e-009	-2.0192e-009	2.1467e-009	-4.0832e-010
3.0914e+013	-1.0983e-010	2.1829e-009	-1.9708e-009	-3.0931e-009
3.0930e+013	3.4089e-010	-1.0374e-009	-2.0184e-009	2.0619e-009
3.0945e+013	-3.0753e-011	1.2772e-009	-1.1129e-010	-1.6025e-010
3.0960e+013	9.1152e-010	-2.3304e-009	-1.2070e-009	3.2671e-009
3.0975e+013	-3.8187e-009	1.0209e-009	4.8362e-009	1.7248e-010
3.0991e+013	2.1804e-009	3.3162e-009	-1.4628e-009	-3.6175e-009
3.1006e+013	1.8946e-009	-1.0172e-009	-1.1723e-009	1.5979e-009
3.1021e+013	1.4393e-009	-1.1735e-009	-5.9127e-011	7.6252e-011
3.1036e+013	-1.3407e-009	-2.9227e-009	1.0702e-009	1.9513e-009
3.1052e+013	-2.5205e-009	1.3992e-009	2.7652e-009	-2.5282e-009
3.1067e+013	8.7736e-010	1.2646e-009	-2.6452e-009	-2.7591e-009
3.1082e+013	4.4844e-010	-3.6559e-010	-2.8399e-009	1.4230e-009
3.1097e+013	-3.4417e-010	-2.5187e-010	1.8578e-010	3.0580e-009
3.1113e+013	-1.8531e-010	3.9364e-010	2.6648e-009	2.5449e-010
3.1128e+013	4.0134e-011	3.5717e-011	2.5152e-010	-1.3853e-009
3.1143e+013	-2.3246e-010	2.6823e-010	8.9985e-011	-3.4083e-010
3.1158e+013	-2.0938e-010	9.5255e-010	-4.1253e-010	-1.0077e-009
3.1174e+013	2.2451e-009	1.1789e-009	-1.3771e-009	1.9123e-010
3.1189e+013	1.4647e-009	-3.1632e-009	2.0390e-012	1.5376e-009
3.1204e+013	-2.3101e-009	-5.9616e-010	1.3061e-009	-4.4383e-010
3.1219e+013	5.1989e-010	-3.1266e-010	-1.3992e-009	-1.5969e-010
3.1235e+013	-2.7774e-009	-8.9073e-010	1.7402e-009	1.9298e-009
3.1250e+013	-7.4396e-010	3.2063e-009	1.3663e-009	-3.2570e-009
3.1265e+013	1.8888e-009	8.6777e-010	-3.3396e-009	-1.6533e-010
3.1281e+013	1.0940e-009	-6.9538e-010	6.1033e-010	2.1434e-009
3.1296e+013	-5.7099e-010	-4.5956e-010	7.8512e-010	-4.9036e-010
3.1311e+013	1.0333e-009	5.6741e-010	3.4338e-011	-9.6071e-011
3.1326e+013	-3.6594e-010	-1.8688e-009	4.5973e-011	-2.7006e-010
3.1342e+013	-9.2789e-010	1.5813e-009	-8.6043e-011	-1.4710e-010
3.1357e+013	1.5957e-009	-7.0610e-010	-2.6663e-010	-1.8948e-010
3.1372e+013	-8.9449e-010	-2.9524e-010	-3.2188e-010	4.2884e-011
3.1387e+013	8.4803e-010	-7.0349e-010	-6.3531e-010	3.1403e-010
3.1403e+013	-1.9977e-009	-9.0837e-010	1.3094e-010	1.3545e-009
3.1418e+013	-8.0797e-010	1.1450e-009	1.6431e-009	3.2851e-010
3.1433e+013	-9.6655e-010	1.7858e-009	8.6501e-010	-1.4547e-009
3.1448e+013	3.2568e-009	1.7969e-009	-1.0306e-009	-8.9524e-010
3.1464e+013	3.7340e-010	-3.3272e-009	-7.2605e-011	4.8094e-010
3.1479e+013	-1.4419e-009	1.6090e-009	-2.1115e-010	-1.0639e-009
3.1494e+013	2.1005e-009	-5.5445e-010	-1.4125e-009	8.1021e-010
3.1509e+013	-6.0668e-010	-1.1750e-009	8.2001e-010	4.7278e-010
3.1525e+013	-4.9416e-010	-9.4228e-010	-9.9262e-010	-9.6985e-011
3.1540e+013	-1.8015e-009	8.3479e-010	7.1726e-010	1.7156e-009
3.1555e+013	1.1764e-009	6.4669e-010	1.2973e-009	-7.5959e-010
3.1570e+013	-1.2885e-009	-3.7307e-010	-1.7912e-011	-5.3371e-010
3.1586e+013	1.1321e-009	1.8591e-009	-2.8006e-010	-5.0524e-010
3.1601e+013	6.2004e-010	-1.8823e-009	-1.6040e-011	3.3094e-010
3.1616e+013	-1.3158e-009	8.2713e-010	-1.6303e-010	-8.5537e-010
3.1631e+013	8.7130e-010	3.8832e-010	-5.5612e-010	1.2542e-009
3.1647e+013	2.3374e-010	3.8927e-010	1.7546e-009	-1.4844e-009
3.1662e+013	1.6039e-009	-7.6021e-010	-3.8387e-009	-6.4248e-010
3.1677e+013	-9.1207e-010	-1.8293e-009	1.3601e-009	4.4430e-009
3.1693e+013	-1.3115e-009	6.1300e-011	2.9030e-009	-2.2331e-009
3.1708e+013	-1.2568e-009	7.9556e-010	-8.6946e-010	-9.2356e-010
3.1723e+013	5.2497e-010	1.9964e-009	-2.3770e-010	-1.5929e-009
3.1738e+013	1.7111e-009	-1.1856e-010	-3.0298e-009	5.8451e-010
3.1754e+013	7.3211e-010	-8.8715e-010	3.0543e-010	2.6590e-009
3.1769e+013	-2.9219e-010	-1.6769e-009	1.5703e-009	1.2280e-009
3.1784e+013	-1.9231e-009	1.5147e-010	2.5654e-009	-9.7129e-010
3.1799e+013	1.3352e-011	1.0558e-009	-6.2429e-010	-1.9609e-009
3.1815e+013	-3.8741e-010	6.0365e-010	2.6889e-010	-4.6149e-010
3.1830e+013	1.5251e-009	1.2657e-009	-2.2004e-009	-1.8644e-009
3.1845e+013	8.5828e-010	-2.0188e-009	-1.1159e-009	3.1411e-009
3.1860e+013	-1.6335e-009	4.6526e-010	2.2241e-009	-1.3107e-009
3.1876e+013	1.6276e-009	7.9902e-010	-3.2429e-009	-2.4365e-010
3.1891e+013	4.0191e-010	-1.8138e-009	9.3658e-010	3.2348e-009
3.1906e+013	-9.7127e-010	-8.0746e-010	1.5636e-009	-3.7826e-010
3.1921e+013	-1.5373e-009	-4.7086e-010	1.1918e-009	5.7813e-010
3.1937e+013	-1.9887e-009	1.9504e-009	2.1481e-009	-2.4834e-009
3.1952e+013	1.9374e-009	2.9672e-009	-2.8659e-009	-2.5115e-009
3.1967e+013	2.7740e-009	-1.7225e-009	-1.4585e-009	2.3707e-009
3.1982e+013	-1.2662e-009	-1.3629e-009	1.1605e-009	-4.2879e-010
3.1998e+013	2.4810e-010	3.4896e-010	-1.7832e-009	3.9048e-010
3.2013e+013	-7.5628e-010	-6.6009e-010	1.3919e-009	1.5549e-009
3.2028e+013	4.3850e-010	1.2339e-009	2.1365e-010	-1.0082e-009
3.2043e+013	6.8902e-010	-1.7820e-009	4.5977e-010	6.5054e-010
3.2059e+013	-1.8593e-009	1.6548e-010	1.2192e-010	-1.6135e-009
3.2074e+013	2.6613e-010	5.7520e-010	-1.4536e-009	1.0718e-009
3.2089e+013	-7.9233e-010	4.5370e-010	1.6649e-009	4.7499e-010
3.2104e+013	9.8440e-010	1.1851e-009	-1.7765e-010	-1.4545e-009
3.2120e+013	7.8436e-010	-6.0551e-010	-1.1842e-009	3.3364e-010
3.2135e+013	1.8780e-010	-3.2031e-010	8.5393e-010	1.0783e-009
3.2150e+013	2.6186e-011	-4.7450e-010	4.1181e-010	-2.0355e-009
3.2166e+013	-2.2248e-010	-4.8470e-010	-2.7899e-009	1.1021e-009
3.2181e+013	-7.8645e-010	2.1404e-010	2.2497e-009	1.9986e-009
3.2196e+013	7.5963e-010	1.9678e-010	2.1965e-010	-1.5021e-009
3.2211e+013	-1.3466e-009	-1.1624e-009	9.0277e-010	7.7951e-010
3.2227e+013	-7.2287e-010	2.7356e-009	1.6912e-010	-2.9168e-009
3.2242e+013	2.8105e-009	-2.4825e-010	-2.9743e-009	1.0422e-009
3.2257e+013	-8.9699e-010	-1.6855e-009	1.5367e-009	1.6856e-009
3.2272e+013	-4.8552e-010	9.8842e-010	7.7862e-010	-1.3898e-009
3.2288e+013	9.9701e-010	-5.3697e-011	-1.5501e-009	-8.7541e-010
3.2303e+013	-1.5387e-010	-1.1278e-009	-1.0888e-009	2.0454e-009
3.2318e+013	-9.5411e-010	1.8267e-010	1.7445e-009	6.5047e-010
3.2333e+013	-1.9248e-011	2.8823e-010	-1.6067e-011	-1.3365e-010
3.2349e+013	-1.9424e-010	6.2612e-010	1.5363e-009	2.0719e-010
3.2364e+013	1.1906e-009	-2.3335e-010	1.5082e-010	-1.5769e-009
3.2379e+013	-1.2331e-009	-1.1851e-009	6.7157e-011	-5.2159e-010
3.2394e+013	-9.4921e-010	1.7713e-009	-1.0957e-009	-1.8437e-009
3.2410e+013	1.5342e-009	1.3193e-009	-2.5751e-009	8.5800e-010
3.2425e+013	2.2120e-009	-1.2466e-009	-3.8507e-010	2.5735e-009
3.2440e+013	-1.3743e-009	-2.3635e-009	2.5417e-009	1.3652e-009
3.2455e+013	-9.7515e-010	1.2672e-009	9.1796e-010	-2.2239e-009
3.2471e+013	2.3342e-010	-9.6107e-010	-9.5122e-010	3.7377e-010
